Row ID;Row Name;disableParam_NT;sortId;wanderingEquipId;resistSleep;resistMadness;saDurability;toughnessCorrectRate;fixPrice;basicPrice;sellValue;weight;residentSpEffectId;residentSpEffectId2;residentSpEffectId3;materialSetId;partsDamageRate;corectSARecover;originEquipPro;originEquipPro1;originEquipPro2;originEquipPro3;originEquipPro4;originEquipPro5;originEquipPro6;originEquipPro7;originEquipPro8;originEquipPro9;originEquipPro10;originEquipPro11;originEquipPro12;originEquipPro13;originEquipPro14;originEquipPro15;faceScaleM_ScaleX;faceScaleM_ScaleZ;faceScaleM_MaxX;faceScaleM_MaxZ;faceScaleF_ScaleX;faceScaleF_ScaleZ;faceScaleF_MaxX;faceScaleF_MaxZ;qwcId;equipModelId;iconIdM;iconIdF;knockBack;knockbackBounceRate;durability;durabilityMax;defFlickPower;defensePhysics;defenseMagic;defenseFire;defenseThunder;defenseSlash;defenseBlow;defenseThrust;resistPoison;resistDisease;resistBlood;resistCurse;reinforceTypeId;trophySGradeId;shopLv;knockbackParamId;flickDamageCutRate;equipModelCategory;equipModelGender;protectorCategory;rarity;sortGroupId;partsDmgType;isDeposit;headEquip;bodyEquip;armEquip;legEquip;useFaceScale;isSkipWeakDamageAnim;defenseMaterialVariationValue_Weak;autoFootEffectDecalBaseId2;autoFootEffectDecalBaseId3;defenseMaterialVariationValue;isDiscard;isDrop;disableMultiDropShare;simpleModelForDlc;showLogCondType;showDialogCondType;neutralDamageCutRate;slashDamageCutRate;blowDamageCutRate;thrustDamageCutRate;magicDamageCutRate;fireDamageCutRate;thunderDamageCutRate;defenseMaterialSfx1;defenseMaterialSfx_Weak1;defenseMaterial1;defenseMaterial_Weak1;defenseMaterialSfx2;defenseMaterialSfx_Weak2;footMaterialSe;defenseMaterial_Weak2;autoFootEffectDecalBaseId1;toughnessDamageCutRate;toughnessRecoverCorrection;darkDamageCutRate;defenseDark;postureControlId;saleValue;resistFreeze;invisibleFlag_SexVer00;invisibleFlag_SexVer01;invisibleFlag_SexVer02;invisibleFlag_SexVer03;invisibleFlag_SexVer04;invisibleFlag_SexVer05;invisibleFlag_SexVer06;invisibleFlag_SexVer07;invisibleFlag_SexVer08;invisibleFlag_SexVer09;invisibleFlag_SexVer10;invisibleFlag_SexVer11;invisibleFlag_SexVer12;invisibleFlag_SexVer13;invisibleFlag_SexVer14;invisibleFlag_SexVer15;invisibleFlag_SexVer16;invisibleFlag_SexVer17;invisibleFlag_SexVer18;invisibleFlag_SexVer19;invisibleFlag_SexVer20;invisibleFlag_SexVer21;invisibleFlag_SexVer22;invisibleFlag_SexVer23;invisibleFlag_SexVer24;invisibleFlag_SexVer25;invisibleFlag_SexVer26;invisibleFlag_SexVer27;invisibleFlag_SexVer28;invisibleFlag_SexVer29;invisibleFlag_SexVer30;invisibleFlag_SexVer31;invisibleFlag_SexVer32;invisibleFlag_SexVer33;invisibleFlag_SexVer34;invisibleFlag_SexVer35;invisibleFlag_SexVer36;invisibleFlag_SexVer37;invisibleFlag_SexVer38;invisibleFlag_SexVer39;invisibleFlag_SexVer40;invisibleFlag_SexVer41;invisibleFlag_SexVer42;invisibleFlag_SexVer43;invisibleFlag_SexVer44;invisibleFlag_SexVer45;invisibleFlag_SexVer46;invisibleFlag_SexVer47;invisibleFlag_SexVer48;invisibleFlag_SexVer49;invisibleFlag_SexVer50;invisibleFlag_SexVer51;invisibleFlag_SexVer52;invisibleFlag_SexVer53;invisibleFlag_SexVer54;invisibleFlag_SexVer55;invisibleFlag_SexVer56;invisibleFlag_SexVer57;invisibleFlag_SexVer58;invisibleFlag_SexVer59;invisibleFlag_SexVer60;invisibleFlag_SexVer61;invisibleFlag_SexVer62;invisibleFlag_SexVer63;invisibleFlag_SexVer64;invisibleFlag_SexVer65;invisibleFlag_SexVer66;invisibleFlag_SexVer67;invisibleFlag_SexVer68;invisibleFlag_SexVer69;invisibleFlag_SexVer70;invisibleFlag_SexVer71;invisibleFlag_SexVer72;invisibleFlag_SexVer73;invisibleFlag_SexVer74;invisibleFlag_SexVer75;invisibleFlag_SexVer76;invisibleFlag_SexVer77;invisibleFlag_SexVer78;invisibleFlag_SexVer79;invisibleFlag_SexVer80;invisibleFlag_SexVer81;invisibleFlag_SexVer82;invisibleFlag_SexVer83;invisibleFlag_SexVer84;invisibleFlag_SexVer85;invisibleFlag_SexVer86;invisibleFlag_SexVer87;invisibleFlag_SexVer88;invisibleFlag_SexVer89;invisibleFlag_SexVer90;invisibleFlag_SexVer91;invisibleFlag_SexVer92;invisibleFlag_SexVer93;invisibleFlag_SexVer94;invisibleFlag_SexVer95
280300;Royal Knight Greaves;1;807090;0;22;22;0;0.014;1250;0;1000;9.6;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1740;13373;13373;0;0;0;0;0;0;0;0;0;0;0;0;31;31;41;22;0;-1;-1;1;0;6;4;3;2;80;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.908;0.899;0.917;0.904;0.919;0.924;0.929;109;50;106;50;106;139;139;139;111;1;0;0.926;0;0;0;41;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
281100;Royal Knight Armor (Altered);1;608180;0;32;32;100;0.021;1150;0;1000;15;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1741;13381;13381;0;0;0;0;0;0;0;0;0;0;0;0;45;45;61;32;0;-1;-1;1;0;2;4;1;2;90;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.842;0.827;0.858;0.834;0.861;0.869;0.878;109;50;106;50;106;139;139;139;-1;1;0;0.872;0;0;0;61;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
290000;Nox Monk Hood;1;505090;0;18;18;0;0.001;1050;0;200;3;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1750;13390;13390;0;0;0;0;0;0;0;0;0;0;0;0;24;24;15;18;0;-1;-1;1;0;5;4;0;1;60;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.972;0.972;0.969;0.975;0.96;0.962;0.962;109;110;113;110;113;139;139;139;-1;1;0;0.969;0;0;0;15;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
290100;Nox Monk Armor;1;604120;0;50;50;100;0.006;1150;0;200;8.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1750;13391;13391;0;0;0;0;0;0;0;0;0;0;0;0;63;63;42;50;0;-1;-1;1;0;2;4;1;1;50;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.907;0.907;0.9;0.914;0.878;0.883;0.883;109;50;113;50;113;139;139;139;-1;1;0;0.9;0;0;0;42;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
290200;Nox Monk Bracelets;1;704030;0;15;15;0;0.001;1150;0;200;2.6;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1750;13392;13392;0;0;0;0;0;0;0;0;0;0;0;0;20;20;13;15;0;-1;-1;1;0;1;4;2;1;50;0;1;0;0;1;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.979;0.979;0.977;0.981;0.971;0.972;0.972;109;50;113;50;113;139;139;139;-1;1;0;0.977;0;0;0;13;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
290300;Nox Monk Greaves;1;804040;0;31;31;0;0.004;1250;0;200;5.1;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1750;13393;13393;0;0;0;0;0;0;0;0;0;0;0;0;39;39;26;31;0;-1;-1;1;0;6;4;3;1;50;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.946;0.946;0.942;0.95;0.929;0.932;0.932;109;50;113;50;113;139;108;139;111;1;0;0.942;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
291000;Nox Monk Hood (Altered);1;505100;0;14;14;0;0;1050;0;200;2.7;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1751;13400;13400;0;0;0;0;0;0;0;0;0;0;0;0;21;21;12;14;0;-1;-1;1;0;5;4;0;1;60;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.975;0.975;0.972;0.977;0.962;0.964;0.964;109;110;108;110;108;139;139;139;-1;1;0;0.972;0;0;0;12;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
291100;Nox Monk Armor (Altered);1;604130;0;42;42;100;0.004;1150;0;200;7.4;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1751;13401;13401;0;0;0;0;0;0;0;0;0;0;0;0;54;54;34;42;0;-1;-1;1;0;2;4;1;1;50;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.914;0.914;0.907;0.922;0.883;0.888;0.888;109;50;108;50;108;139;139;139;-1;1;0;0.907;0;0;0;34;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
292000;Nox Swordstress Crown;1;505110;0;22;22;0;0.002;1050;0;200;3.3;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1755;13410;13410;0;0;0;0;0;0;0;0;0;0;0;0;24;24;15;22;0;-1;-1;1;0;5;4;0;1;60;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.972;0.972;0.966;0.969;0.956;0.964;0.958;109;110;113;110;113;139;139;139;-1;1;0;0.962;0;0;0;15;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
292100;Nox Swordstress Armor;1;604140;0;55;55;100;0.008;1150;0;200;8.3;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1755;13411;13411;0;0;0;0;0;0;0;0;0;0;0;0;60;60;38;55;0;-1;-1;1;0;2;3;1;1;50;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.912;0.912;0.898;0.905;0.874;0.891;0.876;109;50;113;50;113;139;139;139;-1;1;0;0.886;0;0;0;38;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
293000;Night Maiden Twin Crown;1;505130;0;22;22;0;0.002;1050;0;200;3.3;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;2630;15460;15460;0;0;0;0;0;0;0;0;0;0;0;0;26;26;15;22;0;-1;-1;1;0;5;4;0;1;60;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.975;0.975;0.969;0.966;0.958;0.962;0.96;109;110;113;110;113;139;139;139;-1;1;0;0.958;0;0;0;15;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
293100;Night Maiden Armor;1;604160;0;55;55;100;0.006;1150;0;200;8.3;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;2630;15461;15461;0;0;0;0;0;0;0;0;0;0;0;0;63;63;38;55;0;-1;-1;1;0;2;3;1;1;50;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.92;0.92;0.905;0.898;0.876;0.886;0.881;109;50;113;50;113;139;139;139;-1;1;0;0.876;0;0;0;38;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;
294000;Nox Swordstress Crown (Altered);1;505120;0;17;17;0;0;1050;0;200;2.7;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1756;15470;15470;0;0;0;0;0;0;0;0;0;0;0;0;21;21;11;17;0;-1;-1;1;0;5;4;0;1;60;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.977;0.977;0.972;0.975;0.96;0.969;0.962;109;110;108;110;108;139;139;139;-1;1;0;0.966;0;0;0;11;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;1;1;1;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
294100;Nox Swordstress Armor (Altered);1;604150;0;49;49;100;0.005;1150;0;200;7.5;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1756;15471;15471;0;0;0;0;0;0;0;0;0;0;0;0;56;56;34;49;0;-1;-1;1;0;2;3;1;1;50;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.92;0.92;0.905;0.912;0.876;0.898;0.881;109;50;108;50;108;139;139;139;-1;1;0;0.891;0;0;0;34;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
300000;Great Horned Headband;1;502060;0;27;27;0;0.001;1050;0;100;3.3;-1;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1760;13420;13420;0;0;0;0;0;0;0;0;0;0;0;0;33;33;23;22;0;-1;-1;1;0;5;4;0;1;30;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.972;0.972;0.969;0.972;0.969;0.966;0.962;109;110;108;110;108;139;139;139;-1;1;0;0.966;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
300100;Fur Raiment;1;602110;0;55;55;100;0.001;1150;0;100;5.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1760;13421;13421;0;0;0;0;0;0;0;0;0;0;0;0;63;63;42;38;0;-1;-1;1;0;2;3;1;1;30;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.939;0.939;0.933;0.939;0.933;0.929;0.912;109;50;108;50;108;139;139;139;-1;1;0;0.929;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
300300;Fur Leggings;1;802040;0;34;34;0;0.001;1250;0;100;3.1;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1760;13423;13423;0;0;0;0;0;0;0;0;0;0;0;0;39;39;26;24;0;-1;-1;1;0;6;3;3;1;30;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.966;0.966;0.962;0.966;0.962;0.96;0.95;109;50;113;50;113;139;139;139;111;1;0;0.96;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
301000;Shining Horned Headband;1;502070;0;27;27;0;0.002;1050;0;100;3.3;6030100;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1765;13425;13425;0;0;0;0;0;0;0;0;0;0;0;0;33;33;23;20;0;-1;-1;1;0;5;4;0;2;30;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.975;0.975;0.972;0.964;0.964;0.966;0.964;109;110;108;110;108;139;139;139;-1;1;0;0.969;0;0;0;23;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
301100;Shaman Furs;1;602120;0;55;55;100;0.002;1150;0;100;5.1;-1;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1765;13426;13426;0;0;0;0;0;0;0;0;0;0;0;0;63;63;42;35;0;-1;-1;1;0;2;3;1;1;30;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.947;0.947;0.939;0.92;0.92;0.929;0.92;109;50;108;50;108;139;139;139;-1;1;0;0.933;0;0;0;42;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;1;1;0;1;1;1;0;1;0;1;1;1;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
301300;Shaman Leggings;1;802050;0;34;34;0;0.001;1250;0;100;3.1;-1;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1765;13428;13428;0;0;0;0;0;0;0;0;0;0;0;0;39;39;26;22;0;-1;-1;1;0;6;3;3;1;30;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.97;0.97;0.966;0.955;0.955;0.96;0.955;109;50;113;50;113;139;139;139;111;1;0;0.962;0;0;0;26;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
310000;Duelist Helm;1;505070;0;11;11;0;0.008;1050;0;200;6.2;6031000;-1;-1;7000;1.5;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1770;13430;13430;0;0;0;0;0;0;0;0;0;0;0;0;24;24;24;12;0;-1;-1;1;0;5;4;0;2;60;0;1;1;0;0;0;1;0;0;-1;-1;0;1;1;0;0;1;2;0.942;0.939;0.948;0.939;0.96;0.955;0.964;109;110;106;110;106;139;139;139;-1;1;0;0.958;0;0;0;24;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;0;1;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
310100;Gravekeeper Cloak;1;604080;0;42;42;100;0.002;1150;0;200;6.3;0;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1770;13431;13431;0;0;0;0;0;0;0;0;0;0;0;0;63;63;25;42;0;-1;-1;1;0;2;3;1;2;50;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.929;0.929;0.912;0.929;0.92;0.905;0.898;109;50;113;50;113;139;139;139;-1;1;0;0.912;0;0;0;25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;
310300;Duelist Greaves;1;804020;0;15;15;0;0.011;1250;0;200;7.3;6031030;-1;-1;7000;1.1;0;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1770;13433;13433;0;0;0;0;0;0;0;0;0;0;0;0;29;29;31;15;0;-1;-1;1;0;6;4;3;2;50;0;1;0;0;0;1;0;0;0;-1;-1;0;1;1;0;0;1;2;0.92;0.92;0.929;0.926;0.942;0.932;0.946;109;50;108;50;108;139;113;139;111;1;0;0.938;0;0;0;31;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
311100;Gravekeeper Cloak (Altered);1;604090;0;34;34;100;0.001;1150;0;200;5.1;6031110;-1;-1;7000;1;-0.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;1;1;1;1;1;1;1;1;-1;1771;13441;13446;0;0;0;0;0;0;0;0;0;0;0;0;54;54;22;34;0;-1;-1;1;0;2;3;1;2;50;0;1;0;1;0;0;0;0;0;-1;-1;0;1;1;0;0;1;2;0.933;0.933;0.92;0.933;0.929;0.912;0.905;109;50;109;50;139;139;139;139;-1;1;0;0.92;0;0;0;22;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;
